title,artist,chart_entry_date,peak_rank,top10,stream_window,window_length,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,loudness,speechiness
年末感恩,JW,2020-01-18,155,0,"[3263, 2962, 3260, 2296, 2302, 2611, 2487, 2693, 2398]",9,0.614,0.487,0.256,90.063,0.252,0.0,0.157,-6.996,0.0281
年輪說,Rainie Yang,2017-01-01,14,0,"[4926, 5825, 8485, 8563, 7569, 7010, 6244, 5865, 7123, 9140, 8836, 8011, 7030, 5996, 5965, 6876, 8745, 9711, 8817, 7277, 6233]",21,0.478,0.37,0.318,147.995,0.758,0.0,0.134,-9.806,0.0523
幸福之歌,Supper Moment,2017-01-01,27,0,"[4171, 4822, 6175, 5879, 5716, 5297, 4950, 4951, 4904, 5229, 5378, 4975, 4759, 4591, 4190, 4134, 4601, 4412, 4397, 3975, 4123]",21,0.566,0.622,0.397,145.025,0.292,0.0,0.105,-6.685,0.0293
幾分之幾 - 電影<花甲大人轉男孩>主題曲,Crowd Lu,2018-01-23,1,1,"[5186, 5519, 5480, 5963, 4669, 4846, 4577, 4465, 4467, 4847, 6727, 4749, 4482, 4755, 4805, 5338, 5482, 6527, 5599, 5917, 7242]",21,0.519,0.342,0.425,143.819,0.636,0.0,0.1,-5.54,0.0257
彩虹,Jay Chou,2017-01-09,101,0,"[2040, 1865, 1874, 2227, 2498, 2824, 2585, 2011, 2057, 4499, 2308, 2602, 2626, 2875, 2667, 2980, 3458, 3096, 3049, 2896, 2791]",21,0.612,0.279,0.345,147.916,0.778,0.0,0.121,-10.306,0.0386
彼個所在,Waa Wei,2019-11-20,29,0,"[9638, 8622, 7204, 5336, 5623, 6406, 6585, 6644, 6806, 6274, 5151, 7177, 6765, 6635, 6130, 6164, 5620, 5622, 5772, 5708, 6190]",21,0.565,0.394,0.285,139.859,0.669,8.91e-05,0.0764,-8.307,0.0298
往け,LiSA,2021-10-15,101,0,"[32869, 31799, 36658, 3164, 37372, 35813, 33297, 29295, 27024, 25605, 26201, 26142, 24806, 33170, 35112, 33576, 30936, 34899, 32998, 30852, 32119]",21,0.56,0.952,0.689,89.872,0.135,0.0,0.162,-2.579,0.162
"很久以後 - 電影《可不可以,你也剛好喜歡我》主題曲",G.E.M.,2019-12-27,18,0,"[10497, 9070, 8088, 8546, 7559, 6207, 6983, 6189, 5842, 5985, 6164, 6323, 6241, 6254, 6265, 5357, 5726, 5580, 5678, 5367, 4196]",21,0.459,0.474,0.182,145.948,0.67,1.41e-05,0.1,-8.962,0.0343
後來的我們,Mayday,2017-01-01,9,1,"[3043, 2585, 3154, 10081, 3534, 2944, 3425, 9801, 13087, 4201, 3800, 3591, 4110, 3648, 4063, 13182, 10677, 4059, 3961, 3727, 3520]",21,0.488,0.602,0.225,78.011,0.0119,0.0,0.0825,-3.697,0.0277
心之科學,Joey Yung,2018-06-16,12,0,"[2418, 4686, 4286, 4665, 4505, 4073, 5341, 5209, 4908, 5672, 6062, 6063, 5975, 5831, 5293, 4611, 4944, 5981, 5943, 5749, 5631]",21,0.476,0.747,0.252,139.9,0.0704,7.2e-06,0.109,-6.302,0.0313
心淡,Joey Yung,2017-03-07,19,0,"[2769, 2421, 2108, 1938, 2314, 2008, 2465, 3301, 3428, 3150, 3148, 3366, 2536, 2599, 2162, 3048, 3075, 3380, 3340, 2766, 2620]",21,0.66,0.487,0.375,125.914,0.7,0.0,0.159,-6.757,0.0333
必殺技,Leo Ku,2020-09-11,145,0,"[3257, 3220, 2905, 2992, 2826, 3105, 3006, 3215, 3297, 3239, 3045, 2280, 3203, 3195, 3435, 3278, 2920, 3342, 3560, 3348, 3472]",21,0.625,0.507,0.373,136.933,0.574,1.63e-06,0.0892,-8.294,0.0296
忘川,Sita Chan,2020-03-17,135,0,"[2965, 2711, 2787, 2819, 2678, 2881, 2829, 2575, 2738, 2960, 3244, 3019, 2595, 3038, 2914, 2620, 2756, 3029, 2849, 2396, 3047]",21,0.622,0.514,0.0949,142.091,0.184,0.0,0.102,-4.853,0.0308
念念不忘,Juno Mak,2017-01-01,126,0,"[1604, 1575, 2571, 2404, 2377, 2316, 2243, 2318, 2193, 2719, 2266, 2234, 2160, 2100, 2025, 2081, 2546, 2255, 2191, 2124, 2032]",21,0.431,0.687,0.351,141.811,0.586,0.0,0.3,-6.252,0.0493
怎麼了,Eric Chou,2019-01-10,2,1,"[8157, 6543, 4261, 7608, 14372, 8279, 3989, 7174, 14860, 8084, 16969, 7922, 4143, 7434, 4480, 8578, 20970, 8433, 4447, 8271, 20788]",21,0.502,0.565,0.253,139.926,0.696,5.55e-05,0.156,-7.779,0.0358
思念即地獄,Jay Fung,2021-04-21,39,0,"[4285, 4604, 5719, 4653, 3970, 4359, 4239, 4021, 4092, 6728, 6354, 5761, 6552, 6869, 7056, 7065, 6926, 6651, 5881, 6584, 6536]",21,0.405,0.413,0.397,71.659,0.398,0.0,0.1,-9.66,0.0662
思覺失調,Wilfred Lau,2017-01-02,71,0,"[1707, 1970, 1945, 2111, 2061, 1947, 1928, 1896, 2024, 1869, 1985, 1741, 1969, 2015, 2324, 1832, 1815, 1873, 1902, 1914, 2092]",21,0.627,0.409,0.381,135.989,0.66,0.0,0.181,-7.355,0.0291
怪物,YOASOBI,2021-01-06,4,1,"[3302, 46374, 3539, 49792, 3899, 50469, 6963, 3554, 51680, 3305, 54773, 6036, 4518, 73298, 7769, 8104, 4593, 79774, 4612, 83813, 8266]",21,0.627,0.824,0.774,169.935,0.0699,6.57e-05,0.31,-3.419,0.118
怪獣の花唄,Vaundy,2020-05-27,60,0,"[21505, 20520, 20698, 21904, 21460, 20838, 21177, 21223, 22272, 21447, 21798, 21311, 20895, 22230, 21942, 21223, 21283, 22064, 20167, 20958, 20515]",21,0.425,0.939,0.638,150.015,0.00361,0.0,0.331,-3.498,0.054
怪美的,Jolin Tsai,2018-12-20,1,1,"[17561, 48723, 28830, 21612, 23807, 33687, 52003, 2502, 63248, 52435, 41800, 37205, 29378, 35348, 36327, 33935, 33263, 29484, 29021, 30934, 34394]",21,0.767,0.625,0.58,97.985,0.0264,2.03e-06,0.122,-7.43,0.18
怯,Joey Yung,2019-08-17,144,0,"[2495, 2788, 2994, 3088, 3295, 3114, 3026, 2398, 2851]",9,0.67,0.36,0.395,76.001,0.85,0.0,0.179,-8.519,0.0319
恋人未满,S.H.E,2018-10-01,140,0,"[2809, 2857, 3394, 3188, 3227, 3041, 3278, 3443, 3262, 3300, 4400, 4357, 3649, 3774, 3866, 3469, 3548]",17,0.749,0.69,0.328,115.928,0.607,0.0,0.147,-6.559,0.0489
情歌,No Party For Cao Dong,2017-06-24,33,0,"[2624, 8277, 11154, 8748, 7603, 6036, 5166, 3831, 3361, 4293, 7092, 5045, 4384, 4091, 2855, 2908, 3724, 5241, 4008, 3542, 3409]",21,0.433,0.337,0.208,133.564,0.0226,0.00212,0.112,-9.992,0.0512
情非得已,Harlem Yu,2017-10-25,113,0,"[2598, 2875, 2883, 3025, 2914, 3140, 2861, 3166, 3599, 3243, 3234, 2900, 3011, 2635, 3078, 2342, 3669, 2856, 2860, 2588, 4050]",21,0.686,0.48,0.729,106.908,0.436,0.0,0.0879,-7.59,0.0241
惡作劇,Tangerine Wong,2017-01-20,59,0,"[2594, 2660, 2574, 2474, 3287, 2556, 3381, 2511, 3192, 2963, 3589, 3648, 3039, 3918, 3009, 3599, 3767, 2999, 3479, 3093, 3181]",21,0.684,0.683,0.676,135.978,0.581,9.52e-06,0.123,-6.374,0.028
"想見你想見你想見你(電視劇""想見你""片尾曲)",831,2019-11-18,1,1,"[8308, 13260, 12978, 12648, 11620, 11148, 11585, 12088, 12520, 12134, 12180, 12396, 11635, 12257, 12287, 11605, 11012, 10573, 9834, 9119, 9757]",21,0.547,0.666,0.43,129.814,0.4,0.0,0.144,-5.694,0.0393
愛 請問怎麼走,A-Lin,2017-01-06,46,0,"[2385, 2885, 2837, 2615, 2506, 2186, 2204, 2351, 2321, 2333, 2396, 3531, 3621, 3687, 3011, 2507, 2946, 2390, 2861, 2683, 3158]",21,0.536,0.449,0.22,129.904,0.705,0.0,0.103,-8.672,0.0338
愛し君へ,GReeeeN,2017-01-09,104,0,"[1063, 1301, 1268, 1115, 1146, 1193, 1092, 1440, 1593, 1379, 1272, 1322, 1295, 1199, 1434, 1558, 1337, 1388, 1361, 1483, 1445]",21,0.499,0.823,0.548,158.124,0.226,0.0,0.369,-2.909,0.0551
愛を伝えたいだとか,Aimyon,2017-04-16,4,1,"[1564, 1918, 2387, 2577, 2172, 2230, 2957, 2860, 2640, 2315, 2083, 1944, 1893, 2553, 2523, 2621, 2539, 2305, 2235, 2287, 2646]",21,0.673,0.85,0.793,100.008,0.0345,1.14e-05,0.0943,-5.021,0.0337
愛了很久的朋友(電影「後來的我們」插曲),Hebe Tien,2018-05-24,116,0,"[5485, 5680, 5579, 5388, 5041, 4641, 4822, 5787, 5681, 5450, 5479, 4932, 6081, 5691, 5203, 5643, 4892, 6049, 5588, 5028, 4797]",21,0.36,0.334,0.137,130.637,0.858,2.1e-06,0.0951,-8.512,0.0306
愛人錯過,告五人,2019-06-14,62,0,"[6950, 4168, 4896, 9401, 8228, 7757, 6739, 5754, 5532, 6310, 10062, 7792, 7785, 7803, 6566, 6837, 7058, 7503, 6395, 6304, 6022]",21,0.549,0.923,0.498,140.045,0.0295,8.76e-05,0.14,-3.857,0.0393
愛你,Kimberley Chen,2017-09-14,119,0,"[3845, 2984, 2973, 3856, 2691, 2777, 3346, 3118, 3691, 3422, 3349, 3852, 4182, 4157, 4122, 3934, 4036, 4022, 4288, 4284, 4177]",21,0.552,0.521,0.142,144.027,0.333,0.0,0.0901,-6.721,0.0286
愛在夏天,告五人,2020-10-04,103,0,"[7265, 7621, 7659, 7574, 7240, 6758, 6498, 6791, 7561, 8116, 7268, 7319, 7157, 7175, 6991, 7456, 7138, 7151, 6862, 7140, 6712]",21,0.551,0.378,0.275,74.974,0.736,0.0,0.308,-7.37,0.0303
愛情你比我想的閣較偉大 -《當男人戀愛時》電影主題曲,EggPlantEgg,2021-03-15,1,1,"[9147, 10603, 11804, 13010, 19851, 16143, 16766, 17515, 27782, 30745, 32930, 33196, 31994, 32213, 34662, 31597, 28934, 31334, 32247, 34763, 39648]",21,0.665,0.654,0.736,149.969,0.00249,0.00119,0.109,-6.948,0.0725
愛情廢柴,Jay Chou,2017-01-02,110,0,"[2755, 3528, 3620, 3714, 3481, 2832, 1998, 2890, 2494, 3609, 2206, 3534, 2179, 3690, 3857, 2373, 2281, 3615, 2220, 2998, 2420]",21,0.411,0.671,0.397,73.947,0.0115,0.0,0.11,-6.207,0.0319
愛愛愛,Khalil Fong,2018-04-12,123,0,"[3098, 2945, 4806, 4583, 3824, 3493, 3374, 3401, 3483, 4278, 4017]",11,0.473,0.459,0.346,66.37,0.4,0.0,0.0862,-7.348,0.0377
愛我還是他,David Tao,2017-07-05,80,0,"[2443, 2563, 2634, 2636, 3035, 2933, 2857, 2731, 2736, 2799, 3209, 2658, 2790, 4844, 3805, 3399, 4239, 5045, 2842, 3264, 3773]",21,0.465,0.391,0.152,133.025,0.758,0.0,0.112,-8.029,0.0304
感電,Kenshi Yonezu,2020-08-04,1,1,"[60639, 287603, 3169, 248868, 2746, 255776, 268420, 257987, 2597, 266130, 2706, 257913, 246544, 8233, 2566, 2656, 241695, 2708, 233452, 228924, 229861]",21,0.633,0.723,0.688,103.101,0.107,0.0,0.0818,-5.733,0.143
慢冷,Fish Leong,2019-05-16,11,0,"[4639, 14222, 9727, 10890, 12174, 18448, 16525, 15343, 13833, 11848, 11911, 12328, 15910, 13613, 12508, 12548, 11241, 10922, 11466, 14332, 12308]",21,0.521,0.471,0.269,92.054,0.786,0.0,0.105,-8.247,0.0317
慢慢喜歡你,Karen Mok,2018-03-02,3,1,"[7230, 5086, 5030, 6555, 2441, 15194, 13591, 2262, 16068, 15281, 2194, 11374, 11022, 17081, 18491, 14353, 18369, 16407, 13665, 13899, 19968]",21,0.601,0.316,0.375,130.118,0.876,2.64e-05,0.365,-9.55,0.0365
懸日,Hebe Tien,2020-01-14,11,0,"[14447, 11435, 10020, 13293, 8811, 7829, 14574, 18386, 17676, 19470, 14512, 13987, 13060, 13612, 15329, 14760, 16064, 16496, 15628, 14739, 13990]",21,0.575,0.216,0.309,82.941,0.905,2.5e-06,0.0991,-11.18,0.0331
成全 - Live,Yoga Lin,2018-10-28,82,0,"[2767, 2988, 2984, 3084, 3123, 3212, 3524, 3497, 3477, 3505, 3701, 3304, 3706, 3587, 3691, 3543, 4174, 4319, 4231, 3924, 3671]",21,0.413,0.491,0.14,80.04,0.0731,0.0,0.926,-7.561,0.0288
我不配,Jay Chou,2018-03-17,132,0,"[2458, 2505, 2677, 2689, 2920, 2558, 2778, 2574, 2413, 5493]",10,0.731,0.489,0.363,108.019,0.511,3.04e-06,0.0775,-8.361,0.0244
我不難過,Stefanie Sun,2017-08-24,71,0,"[4059, 3693, 4080, 5764, 3599, 2749, 4213, 3976, 4166, 3866, 3087, 4187, 4087, 5033, 3542, 5099, 3398, 2896, 5293, 3743, 2790]",21,0.446,0.521,0.126,127.977,0.268,0.0,0.362,-6.804,0.0351
我不願讓你一個人,Mayday,2017-01-01,56,0,"[2036, 2335, 2517, 4279, 2436, 3734, 2761, 2502, 3595, 2372, 2169, 3035, 2057, 6706, 2525, 6036, 2204, 5240, 4129, 2603, 1834]",21,0.472,0.507,0.408,144.006,0.433,0.0,0.414,-7.124,0.0255
我以為,Victor Wong,2017-02-08,64,0,"[2338, 2019, 2255, 2628, 2451, 2459, 2686, 2693, 2764, 2469, 2623, 2609, 2372, 2560, 3964, 3940, 3374, 3003, 2659, 3841, 3039]",21,0.479,0.657,0.238,76.966,0.65,0.0,0.115,-6.294,0.032
我們,No Party For Cao Dong,2017-06-25,55,0,"[6181, 8029, 5988, 5245, 4512, 3881, 2848, 2512, 3300, 5535, 3956, 3382, 3184, 2376, 2326, 2865]",16,0.509,0.503,0.31,163.094,0.069,0.411,0.292,-9.944,0.025
我們 - 《後來的我們》電影主題曲,Eason Chan,2018-04-11,3,1,"[4085, 11629, 9061, 6534, 10939, 5145, 15367, 7695, 8060, 8580, 7819, 9478, 8469, 9608, 15675, 8885, 4746, 10780, 11175, 8253, 10484]",21,0.355,0.0962,0.201,144.58,0.956,1.76e-05,0.0866,-14.729,0.0395
我們的愛,F.I.R.,2017-03-09,90,0,"[3299, 3431, 2917, 3374, 2390, 3999, 4755, 3217, 2882, 3435]",10,0.509,0.646,0.135,136.054,0.502,1.23e-05,0.0989,-4.051,0.0301
我們的歌,Leehom Wang,2017-01-07,133,0,"[2782, 2873, 2539, 2411, 2383, 2381, 2418, 2271, 3128, 2540, 2613, 2180]",12,0.756,0.421,0.829,69.928,0.0275,0.0,0.0943,-8.338,0.0924
我們都是這樣長大的,Sammi Cheng,2019-06-26,3,1,"[2711, 5989, 10927, 9582, 7681, 6197, 7495, 9140, 9377, 9671, 9875, 8623, 10213, 9674, 9558, 9917, 11213, 14644, 14095, 15688, 16379]",21,0.427,0.409,0.37,159.826,0.716,0.0,0.0958,-10.06,0.0306
"我可以不在乎的你 (電視劇《親愛的, 熱愛的》插曲)",Kimberley Chen,2019-07-29,72,0,"[4834, 9716, 7360, 6733, 7069, 5899, 5922, 4569]",8,0.502,0.318,0.161,119.7,0.421,1.8e-06,0.14,-11.278,0.0369
我喜歡上你時的内心活動,Cheer Chen,2017-05-19,33,0,"[6677, 2288, 2574, 7794, 10425, 6546, 6878, 5918, 4697, 4134, 4294, 4538, 4045, 3803, 7387, 7406, 5881, 6056, 5435, 3950, 4081]",21,0.347,0.333,0.297,145.245,0.765,0.000114,0.0947,-10.876,0.0359
我在流浮山滴眼水.jpg,Serrini,2021-01-11,22,0,"[3577, 4516, 4135, 4169, 6074, 6117, 5506, 5827, 5592, 5582, 5584, 7751, 7623, 7085, 7872, 8214, 7868, 8419, 8381, 8738, 7950]",21,0.546,0.422,0.461,139.84,0.657,2.38e-06,0.113,-8.534,0.0286
我好想你,Sodagreen,2017-01-01,127,0,"[2446, 2668, 2436, 2464, 2478, 1998, 3432, 2218, 2174, 2349, 2221, 1867, 1855, 5622, 5629, 4745, 5502, 5653, 6039, 5917, 6132]",21,0.445,0.481,0.35,76.034,0.062,3.39e-06,0.0709,-6.985,0.0272
我就想你,理想混蛋,2021-09-03,8,1,"[11472, 7881, 7970, 11606, 22520, 23753, 25991, 23023, 21540, 18150, 20845, 21803, 21028, 20721, 23007, 21961, 20122, 20229, 19096, 18880, 18588]",21,0.501,0.462,0.585,82.513,0.186,0.0,0.418,-7.102,0.0726
我很快樂,Eric Chou,2020-01-07,51,0,"[11887, 6303, 10697, 10876, 10045, 7724, 7467, 8636, 8605, 7999, 7652, 7195, 6419, 6388, 7101, 6966, 5439, 7489, 5722, 7215, 5999]",21,0.302,0.454,0.455,149.606,0.796,4.1e-06,0.118,-7.748,0.0298
我懷念的,Stefanie Sun,2017-09-06,78,0,"[2438, 2370, 2589, 2558, 2630, 2362, 2755, 2641, 2618, 2621, 2625, 2682, 2887, 3415, 3229, 3240, 3020, 3519, 3322, 3249, 2730]",21,0.434,0.391,0.283,139.972,0.755,0.0,0.109,-8.016,0.0341
我本人,Kary Ng,2017-01-02,147,0,"[1683, 2128, 1874, 2024, 2265, 2029, 1945, 1908, 1936, 2060, 1751, 1968, 2019, 1950, 1934, 2058, 2276, 2203, 2298, 2070, 2190]",21,0.45,0.485,0.417,133.86,0.731,1.67e-06,0.114,-7.389,0.0293
我的宣言,Pakho Chau,2017-01-01,108,0,"[1413, 1487, 1591, 1854, 1778, 1911, 1977, 2397, 2119, 2054, 1900, 1989, 1986, 2337, 2098, 2110, 2011, 2050, 1926, 1973, 2024]",21,0.468,0.433,0.416,84.034,0.639,0.0,0.131,-8.039,0.0245
我的快樂時代,Eason Chan,2017-09-08,110,0,"[2084, 1782, 2208, 3333, 3230, 2901, 2623, 2442, 2174, 2238, 2809, 2534, 2936]",13,0.582,0.442,0.23,90.025,0.625,1.27e-06,0.205,-7.318,0.0266
我的秘密 (MySecret),G.E.M.,2019-07-21,103,0,"[5112, 4159, 4270, 4689, 4517, 5569, 4412, 4024, 4645, 4678, 4232, 4269, 4617, 4444, 4721, 5027, 4725, 4677, 4793, 4855, 5112]",21,0.563,0.741,0.397,104.006,0.213,0.0,0.0982,-5.728,0.031
我真的受傷了,Jacky Cheung,2017-10-25,90,0,"[2667, 3253, 3144, 3172, 3085, 4182, 3928]",7,0.603,0.0762,0.371,72.917,0.906,5.08e-05,0.218,-21.221,0.0325
我睡不著,守夜人,2020-10-04,64,0,"[7268, 7261, 6896, 6883, 7689, 7862, 7964, 8718, 8675, 7735, 8198, 9168, 9028, 8605, 10140, 10463, 8876, 9683, 10255, 9702, 9923]",21,0.522,0.227,0.0987,145.914,0.781,1.12e-06,0.101,-12.27,0.0292
我還年輕 我還年輕,老王樂隊,2017-10-30,14,0,"[3759, 6272, 5261, 3156, 3068, 3712, 2910, 2745, 4827, 5756, 4430, 4121, 4347, 3733, 3810, 5760, 6413, 4663, 4435, 4582, 3930]",21,0.596,0.561,0.453,127.887,0.15,0.00167,0.583,-10.226,0.0386
戒菸,Ronghao Li,2017-11-17,12,0,"[7863, 3036, 2853, 4449, 10722, 7744, 9680, 8713, 6721, 7133, 10750, 15135, 9882, 9295, 8827, 6872, 6542, 8053, 11260, 9141, 7763]",21,0.656,0.471,0.226,120.002,0.73,1.79e-06,0.181,-6.909,0.0294
"手中沙 - 劇集 ""不懂撒嬌的女人"" 片尾曲",HANA,2017-05-05,56,0,"[2805, 2406, 2826, 2519, 3150, 4003, 4145, 4239, 4188, 4055, 3800, 4046, 4059, 4091, 4050, 3772, 3471, 3409, 3411, 3279, 3702]",21,0.67,0.156,0.466,115.748,0.872,3.13e-06,0.099,-11.854,0.0345
披星戴月的想你,告五人,2018-11-02,16,0,"[3838, 3722, 4137, 3904, 3677, 3370, 3736, 3365, 3526, 3616, 3486, 3926, 4334, 4629, 4655, 4258, 4376, 4031, 4407, 4391, 4573]",21,0.692,0.453,0.351,99.976,0.263,0.000549,0.0836,-7.131,0.0299
拼命無恙 in Bb major,Terence Lam,2020-10-01,10,1,"[3249, 3087, 3242, 2841, 3215, 3365, 3182, 3263, 3179, 2844, 3158, 2366, 3324, 3353, 3366, 2908, 3327, 3310, 3264, 3335, 3087]",21,0.532,0.443,0.19,151.996,0.674,0.0,0.117,-9.69,0.0269
推開世界的門,Naiwen Yang,2017-01-02,82,0,"[3167, 4420, 2924, 3036, 2617, 3391, 3804, 2642, 2714, 2458, 2703, 3549, 2611, 2750, 2378, 2113, 1971, 3120, 3878, 2887, 2264]",21,0.617,0.324,0.352,139.955,0.221,3.04e-05,0.118,-11.804,0.0394
搜神記,Joey Yung,2019-08-10,113,0,"[2460, 2835, 3146, 3079, 3056, 2552, 3159, 3369, 3519, 3733, 3551, 3213, 2603, 3052]",14,0.636,0.493,0.4,104.005,0.57,0.0,0.132,-6.545,0.0244
擁抱,Mayday,2017-03-29,48,0,"[5056, 6897, 4033, 2912, 2226, 1998, 2987, 2410, 2409]",9,0.415,0.448,0.249,119.889,0.417,0.0,0.106,-7.659,0.0303
擱淺,Jay Chou,2017-01-15,81,0,"[1904, 2112, 2330, 2121, 2222, 4571, 4605, 5123, 2591, 2465, 3107, 3010, 3469, 3016, 3441, 3683, 3250, 3408, 3223, 3003, 2650]",21,0.497,0.49,0.126,122.71,0.671,0.000417,0.155,-7.161,0.0276
敏感(LH x Z.TAO),Lu Han,2020-07-13,52,0,"[8183, 11891, 14478, 15570, 14273, 13634, 12742, 9161, 6069]",9,0.799,0.543,0.429,90.018,0.424,0.0,0.118,-5.966,0.096
斷點,Hins Cheung,2017-01-01,69,0,"[2330, 2667, 3502, 3618, 3100, 2859, 3637, 4492, 2864, 3102, 2868, 3186, 2838, 2754, 2870, 3160, 3259, 3444, 2880, 2790, 2757]",21,0.656,0.384,0.197,99.945,0.775,0.0,0.187,-8.877,0.0313
旅行的意義,Cheer Chen,2017-01-05,72,0,"[3570, 3726, 3585, 2452, 2713, 2617, 2714, 2618, 2692, 2368, 3901, 3662, 3148, 2508, 4824, 2561, 3249, 4600, 4142, 4512, 4780]",21,0.525,0.516,0.25,137.972,0.38,0.0,0.365,-7.931,0.0299
旅路,Fujii Kaze,2021-02-28,59,0,"[26121, 68694, 68985, 69470, 65020, 64122, 62864, 61452, 63844, 69382, 68769, 67071, 63866, 65590, 69044, 72021, 67333, 62381, 64891, 66299, 63647]",21,0.564,0.564,0.714,172.025,0.126,3.01e-06,0.0787,-6.752,0.0792
明け星,LiSA,2021-10-18,52,0,"[71668, 3385, 66919, 6392, 3274, 69116, 66011, 3374, 66988, 7228, 69843, 71207, 69937, 65006, 61636, 59519, 55177, 58637, 55021, 51189, 47216]",21,0.389,0.867,0.215,94.952,0.000303,0.0,0.347,-3.604,0.048
明年今日,Eason Chan,2017-01-01,33,0,"[1601, 1760, 1734, 1426, 1602, 1748, 1774, 2042, 1772, 1939, 2050, 1952, 1683, 1670, 2256, 2451, 2413, 2768, 3662, 2718, 2349]",21,0.67,0.397,0.214,123.969,0.71,0.0,0.11,-10.87,0.0417
明明就,Jay Chou,2017-01-01,70,0,"[1649, 2781, 1869, 3030, 2076, 3830, 1972, 3956, 2197, 3918, 2081, 3874, 2214, 3199, 3204, 2610, 3139, 3753, 2970, 3869, 3045]",21,0.543,0.428,0.173,112.985,0.14,0.0,0.0876,-8.966,0.0262
春夏秋冬,Leslie Cheung,2017-04-01,5,1,"[2971, 3321, 4305, 2973, 13170, 6044, 4496, 3193, 2348, 3584, 9553, 5601, 4077, 3171, 2986]",15,0.6,0.564,0.323,136.036,0.698,0.125,0.122,-7.867,0.0277
春夏秋冬 A Balloon's Journey,Leslie Cheung,2020-09-12,24,0,"[5635, 3949, 3753, 3529, 3316, 3193, 4490, 4145, 3512, 3200, 3017, 3960, 3915, 3472, 3713, 3780, 3602, 3073, 2889, 3007, 2683]",21,0.586,0.33,0.471,136.057,0.933,8.66e-05,0.111,-9.607,0.0389
春愁,Mrs. GREEN APPLE,2019-03-09,60,0,"[7869, 7943, 7332, 7487, 7641, 7931, 8021, 7933, 8385, 8900, 8017, 8359, 8528, 8284, 7944, 8337, 8811, 7857, 8266, 8144, 8382]",21,0.724,0.444,0.739,129.962,0.0121,0.0,0.123,-4.903,0.0412
春泥棒,ヨルシカ,2021-01-10,51,0,"[40145, 48989, 49686, 54571, 52459, 55229, 59431, 59873, 62028, 61334, 62375, 60946, 58112, 63562, 66455, 73168, 81968, 80428, 76056, 69342, 71511]",21,0.762,0.595,0.832,125.046,0.101,4.99e-05,0.118,-6.782,0.0442
春秋,Hins Cheung,2017-02-06,16,0,"[2069, 1968, 2008, 2136, 2111, 2099, 2366, 2174, 1832, 2120, 2158, 1980, 2162, 2132, 2011, 1841, 2066, 2188, 2207, 2029, 1923]",21,0.38,0.502,0.45,98.658,0.805,0.0,0.2,-5.508,0.027
是但求其愛,Eason Chan,2020-11-20,1,1,"[20189, 27612, 28051, 32539, 28581, 26119, 26778, 27843, 25651, 22212, 23374, 22586, 21736, 21168, 21035, 20444, 18636, 20240, 20479, 20410, 19585]",21,0.326,0.272,0.253,181.863,0.94,0.00337,0.301,-9.536,0.0434
時光倒流一句話,Terence Lam,2020-11-13,2,1,"[13068, 10655, 9776, 12283, 15629, 15502, 16037, 16753, 16067, 15062, 16696, 16547, 15625, 15704, 14576, 14222, 12959, 13907, 13335, 12882, 13017]",21,0.518,0.449,0.382,133.886,0.626,0.00178,0.207,-9.659,0.032
時光機,Terence Siufay,2017-01-01,42,0,"[1712, 2330, 2875, 2862, 2693, 2530, 2431, 2304, 2895, 2898, 2893, 2533, 2420, 2350, 2206, 2912, 2933, 2896, 2538, 2649, 2374]",21,0.588,0.465,0.392,126.898,0.345,0.0,0.0763,-7.488,0.0293
晴天,Jay Chou,2017-01-01,32,0,"[2806, 3072, 3745, 1783, 3731, 1879, 3974, 3827, 3197, 1811, 2857, 3118, 3388, 3763, 2924, 3835, 3810, 2912, 3086, 4112, 2785]",21,0.547,0.567,0.399,137.13,0.276,0.000548,0.104,-7.295,0.0242
最後一次,高爾宣 OSN,2019-04-21,8,1,"[4274, 6004, 4638, 4446, 4768, 5169, 4753, 5033, 7016, 7083, 6735, 7286, 7656, 6841, 7097, 8512, 13280, 11693, 12221, 11954, 11364]",21,0.708,0.639,0.293,89.993,0.515,0.0,0.102,-4.173,0.0648
最長的電影,Jay Chou,2017-01-15,112,0,"[1657, 2041, 4618, 4781, 4686, 4564, 5744, 5564, 6055, 5531, 5401, 5167, 4848, 5225, 5634, 2331, 2316, 2591, 2661, 3053, 2691]",21,0.533,0.359,0.165,120.858,0.19,0.0,0.118,-9.45,0.0314
會呼吸的痛,Fish Leong,2017-01-05,68,0,"[3917, 3818, 2384, 3551, 2660, 2745, 3283, 2925, 2977, 2938, 2922, 2937, 2886, 2562, 2330, 2498, 3109, 3048, 6082, 3270, 2617]",21,0.67,0.518,0.195,112.006,0.538,0.0,0.111,-7.53,0.0278
月牙灣,F.I.R.,2017-11-30,120,0,"[4001, 5184, 4925, 5138, 5357, 5344, 5373, 5389, 5315, 5394, 5171, 5245, 4242, 4559, 4384, 4615, 5244, 5616, 5400, 5903, 5659]",21,0.409,0.667,0.549,174.022,0.0532,0.0,0.0827,-7.034,0.0309
月球下的人,Gin Lee,2017-01-01,79,0,"[1792, 2672, 3315, 3369, 3400, 3174, 2984, 2806, 3189, 3384, 3349, 3216, 3009, 2691, 2508, 3312, 3190, 3333, 3164, 3213, 2956]",21,0.633,0.372,0.489,105.998,0.838,0.0,0.0975,-8.877,0.0284
